,property_price
311341,129900.0
204272,46000.0
217453,144900.0
431182,68900.0
312481,389000.0
420774,78000.0
334304,139000.0
228007,280000.0
399000,82000.0
120890,187000.0
285263,167000.0
271183,175000.0
149697,120000.0
117836,90000.0
174928,184900.0
22695,295000.0
52650,199000.0
382383,250000.0
86258,250000.0
257020,530000.0
170534,69000.0
50646,139000.0
65732,72000.0
213852,259000.0
298168,128000.0
276571,810000.0
269205,134900.0
82496,210000.0
266258,235000.0
45519,97500.0
210190,125000.0
188380,129000.0
55480,72000.0
1442,105000.0
423684,200000.0
377710,135000.0
408608,122000.0
176184,500000.0
904,275000.0
383682,150000.0
359994,149000.0
108992,125000.0
130193,47000.0
142575,119000.0
176898,112000.0
96729,88000.0
317584,79000.0
53828,75000.0
76528,180000.0
77896,168000.0
12814,104200.0
43918,690000.0
174290,87000.0
60449,172000.0
53357,140000.0
275704,125000.0
384264,59900.0
275211,103000.0
273531,143900.0
392447,124900.0
370421,139000.0
188156,149010.0
170434,110000.0
4688,110000.0
353896,74000.0
133637,179000.0
323909,175000.0
49903,75000.0
17089,125000.0
451257,128000.0
170950,265000.0
56347,226000.0
206178,370000.0
44166,50000.0
66915,248000.0
423175,132500.0
248247,69000.0
284254,99000.0
425544,86900.0
35460,1150000.0
261224,46400.0
106381,131000.0
293743,126248.0
324034,80000.0
120853,250000.0
272247,145000.0
351196,72000.0
15150,178000.0
173363,360000.0
386572,183000.0
78008,115000.0
364058,112000.0
293872,130000.0
53909,63000.0
311216,290000.0
383718,68000.0
103771,395000.0
458240,176000.0
246917,380000.0
440784,52999.0
92660,82000.0
308790,107000.0
312610,118000.0
293399,126200.0
254378,1150000.0
77375,360000.0
88347,169900.0
196392,530000.0
254231,329000.0
399128,215000.0
295275,450000.0
399865,187000.0
97748,100000.0
85749,400000.0
266128,67500.0
361880,520000.0
456241,110000.0
207264,305000.0
272935,85000.0
299928,120845.0
411211,390000.0
230835,520000.0
304046,182000.0
107683,88000.0
392689,70000.0
15933,105000.0
430960,54000.0
419337,115000.0
99250,980000.0
280404,90000.0
313222,149000.0
381539,89000.0
161836,34900.0
236028,65000.0
206479,145000.0
108996,195000.0
210262,130000.0
298883,132000.0
94545,190000.0
339750,190000.0
151868,44900.0
54182,160000.0
243952,99000.0
387576,450000.0
409252,80000.0
425908,75000.0
146381,209000.0
439032,430000.0
346403,489000.0
256976,112500.0
234250,219800.0
373467,115000.0
366654,400000.0
257616,96000.0
6627,170000.0
172383,430000.0
368518,174000.0
212364,117000.0
139847,85000.0
414907,160000.0
312320,185000.0
428561,85000.0
176864,290000.0
351772,1450000.0
178382,149900.0
182381,660000.0
414886,150000.0
351464,260000.0
167896,495000.0
336333,69000.0
440596,99000.0
136074,94000.0
56290,77900.0
126833,59900.0
247009,120000.0
95520,299000.0
94183,105000.0
6524,80000.0
452773,110000.0
38463,79000.0
201836,116886.0
121819,99000.0
158129,90000.0
280869,75000.0
9952,160000.0
248446,120000.0
118253,295000.0
449734,75000.0
95220,280000.0
306761,59000.0
190099,183393.0
91743,117000.0
124427,120000.0
388681,96000.0
270764,330000.0
242534,270000.0
48624,460000.0
370270,53000.0
172732,42000.0
379492,240000.0
109939,430000.0
408254,98000.0
225277,189000.0
399126,355000.0
117467,122500.0
313422,240000.0
240942,550000.0
195272,115045.0
55560,800000.0
110662,109000.0
231545,120000.0
36706,230000.0
369435,90000.0
432701,147000.0
7764,85000.0
17868,90000.0
240303,150000.0
275586,93900.0
7861,110000.0
72143,83000.0
64364,206000.0
154425,179000.0
404863,256000.0
422257,598000.0
284229,19900.0
318216,279000.0
127324,45000.0
412684,660000.0
187278,125000.0
61811,120000.0
104040,69000.0
287623,73000.0
365266,212000.0
420394,149000.0
423839,74900.0
207330,69000.0
389994,145000.0
64002,180000.0
397062,148000.0
393435,149000.0
244478,99000.0
73918,65000.0
174893,100000.0
202778,338000.0
306180,175000.0
318233,160000.0
4035,85000.0
323056,160000.0
134981,135000.0
266272,187500.0
13890,63900.0
85969,87500.0
93159,93000.0
397057,140000.0
287715,92000.0
72247,163800.0
77031,145000.0
125133,130000.0
262675,249000.0
23178,64000.0
310730,100000.0
164381,129000.0
92914,230000.0
339415,115000.0
266698,83000.0
92957,128000.0
203560,380000.0
203832,292000.0
214148,229000.0
27592,1190000.0
219688,166000.0
225281,66000.0
432651,365000.0
184264,120000.0
147576,205000.0
165165,192000.0
57530,240000.0
100993,147000.0
172388,270000.0
440997,86000.0
397698,159000.0
12073,86000.0
85870,53000.0
75572,82500.0
381258,1250000.0
270462,192000.0
56648,460000.0
30506,135000.0
374277,144900.0
189947,109000.0
120375,179900.0
157093,200000.0
254178,128900.0
136268,158000.0
402039,85000.0
72294,160000.0
264627,154900.0
411577,240000.0
219170,170000.0
238105,130000.0
83583,141102.0
91023,200000.0
237327,250000.0
219033,265000.0
401767,129000.0
182152,83000.0
98105,72800.0
135459,159900.0
215222,110000.0
449793,175000.0
79254,425000.0
141037,420000.0
192918,120000.0
76461,60000.0
46789,115000.0
382939,99000.0
172562,182000.0
199833,118607.0
295769,97000.0
233468,318900.0
356862,175000.0
131952,229000.0
225145,88500.0
222938,158900.0
50938,142000.0
108787,175000.0
60091,135000.0
146211,243000.0
376691,90000.0
310066,90000.0
233495,150000.0
185617,180000.0
418545,169000.0
60839,245000.0
41957,125000.0
450417,1500000.0
207536,195000.0
129685,164472.0
15948,220000.0
459619,579000.0
99377,63000.0
272469,175000.0
22741,120000.0
6878,590000.0
200743,229000.0
280304,329000.0
415224,159900.0
23575,89000.0
181783,98000.0
325273,170000.0
98299,95000.0
69943,165000.0
310068,270000.0
272339,65000.0
73384,329900.0
384278,120100.0
196606,115000.0
280120,255000.0
257441,190000.0
399639,250000.0
75668,113000.0
209803,400000.0
404553,64000.0
343320,209000.0
81852,109000.0
107701,90000.0
352544,785000.0
107707,220000.0
312497,158000.0
73586,113000.0
236619,318000.0
304863,87000.0
14986,98000.0
285284,278000.0
227868,125000.0
45156,250000.0
397244,165000.0
459267,157000.0
75576,144000.0
107632,139000.0
139089,76000.0
434053,123000.0
412198,112000.0
233540,189900.0
76396,70000.0
140736,220000.0
428055,219000.0
169862,73900.0
38141,95000.0
194658,109000.0
403444,120000.0
247233,65000.0
209520,59000.0
228274,181500.0
339593,104000.0
214685,140000.0
83815,219000.0
336246,180000.0
426100,145000.0
232990,110000.0
179948,178000.0
268936,150000.0
85709,119000.0
7520,55000.0
311926,460000.0
293107,478000.0
346254,225000.0
37526,182000.0
364032,78000.0
454519,84800.0
98857,236000.0
199069,70000.0
31117,80000.0
388860,69000.0
389079,68000.0
373832,690000.0
107757,145000.0
164162,1750000.0
386501,81268.0
430871,469000.0
362510,220000.0
415980,66238.0
267995,200000.0
423170,138000.0
343844,40000.0
41997,320000.0
405321,230000.0
319275,110000.0
270152,115000.0
296592,230000.0
40989,176000.0
89971,189000.0
293220,110000.0
31311,99900.0
299665,189000.0
311226,295000.0
223919,310000.0
439690,139900.0
365412,480000.0
180785,135000.0
447166,81000.0
306135,2100000.0
64615,168000.0
225593,150000.0
336326,219000.0
445100,170000.0
23399,126000.0
65285,295000.0
412108,129000.0
200767,139000.0
324119,65000.0
229535,120000.0
201817,126514.0
277794,348000.0
187774,190000.0
51502,355000.0
429121,129000.0
283937,360000.0
218820,185000.0
409109,259000.0
126018,90000.0
336432,165000.0
187875,120485.0
259814,109900.0
349095,489000.0
428027,210000.0
92106,65000.0
426058,71400.0
327831,110000.0
274509,175000.0
141830,110000.0
326220,450000.0
190209,105000.0
167124,117000.0
289110,245000.0
311513,89000.0
152424,73000.0
48278,95000.0
139520,135000.0
72690,89082.0
144307,87000.0
360382,159000.0
172338,135000.0
325826,115000.0
168197,184500.0
233875,89000.0
434858,240000.0
23160,106000.0
254174,67500.0
411541,91790.0
358276,94000.0
110691,100000.0
362705,140000.0
17975,124000.0
312386,220000.0
247156,119000.0
378250,155000.0
259741,285000.0
84097,185000.0
80770,125000.0
421446,350000.0
121153,145000.0
114156,420000.0
170856,149000.0
344102,95000.0
419256,165000.0
135133,65000.0
30428,82000.0
289309,155000.0
117918,98000.0
149066,137000.0
306788,99500.0
235036,259000.0
15365,165000.0
178012,45000.0
459780,160000.0
382741,100000.0
439914,250000.0
137467,1100000.0
446067,80000.0
39781,76600.0
199564,230000.0
378176,135000.0
62907,1300000.0
431197,65000.0
442289,156000.0
75908,189000.0
313512,63000.0
101003,139500.0
358255,164900.0
442086,240000.0
240918,60000.0
298853,295000.0
335921,108000.0
398945,107060.0
247567,90000.0
279805,135000.0
352423,199000.0
322814,190000.0
158996,185000.0
453002,90000.0
348910,248000.0
399041,89900.0
226540,115000.0
189959,120000.0
31339,165000.0
415,99900.0
244477,150000.0
299065,80000.0
391421,260000.0
193535,63000.0
68258,140000.0
146382,206000.0
30365,105000.0
145693,115000.0
451726,165000.0
325907,380000.0
266987,144999.0
196816,230000.0
25866,145000.0
126661,745000.0
252480,105000.0
48015,92000.0
103793,500000.0
186134,153000.0
120506,120000.0
239934,250000.0
456328,77900.0
51353,359900.0
343938,299000.0
315418,147000.0
270844,415000.0
294102,150000.0
363451,185500.0
295766,219000.0
35489,89000.0
44431,219000.0
217808,260000.0
362158,85000.0
236335,285000.0
277573,55000.0
17576,43000.0
263222,215000.0
130878,240000.0
187894,65000.0
114092,84000.0
185002,99500.0
376989,1350000.0
90102,155000.0
13867,47000.0
246811,72000.0
174609,220000.0
376770,232000.0
370247,105000.0
193462,347000.0
206182,255000.0
207359,73000.0
291761,295000.0
81810,110000.0
271865,95000.0
7940,118929.0
271024,2100000.0
31984,115000.0
345038,82000.0
135973,240000.0
185199,1080000.0
113941,640000.0
321835,83640.0
260770,115000.0
274854,125000.0
335946,114000.0
28741,120000.0
219690,195000.0
416273,319000.0
403342,199000.0
428826,220000.0
204158,240000.0
253052,185000.0
184105,113818.0
133856,114000.0
367007,87000.0
431380,189000.0
284209,80000.0
18490,109900.0
282757,114000.0
274907,86000.0
388712,55000.0
210367,488000.0
160188,194900.0
221218,250000.0
389099,89900.0
297882,179000.0
46753,199900.0
262209,210000.0
431259,59000.0
129865,160000.0
266542,125000.0
159350,285000.0
7362,770000.0
296898,315000.0
381314,78000.0
238347,780000.0
384322,122100.0
430765,125000.0
272168,63000.0
97807,680000.0
334220,67500.0
365226,95000.0
384523,150000.0
243137,199000.0
456302,220000.0
239878,145000.0
240276,320000.0
345057,79500.0
168192,474300.0
203299,110000.0
34449,665000.0
28723,179000.0
413877,77000.0
334391,62500.0
27783,215000.0
96307,160000.0
39347,1200000.0
456097,149000.0
381432,180000.0
447146,78000.0
35821,94900.0
212435,78000.0
230821,990000.0
347735,75000.0
72278,255000.0
445542,110000.0
270842,157000.0
390459,159000.0
170952,500000.0
142457,66000.0
329814,112000.0
151937,174000.0
387431,450000.0
158073,144000.0
45439,139000.0
454516,72500.0
264375,40000.0
164599,79000.0
120533,129000.0
406585,265000.0
12512,259900.0
150760,97000.0
203125,85000.0
23574,149000.0
115426,79000.0
370903,270000.0
232823,190000.0
398845,280000.0
168394,82000.0
415243,210000.0
207183,119000.0
438634,183334.0
213454,159990.0
436030,550000.0
87809,62000.0
341546,245000.0
53770,75000.0
64479,165000.0
365034,155000.0
450144,62900.0
210862,65000.0
259716,240000.0
251022,54000.0
54581,358000.0
181671,99000.0
349368,62667.0
434498,189000.0
193433,119000.0
127303,144000.0
202911,229000.0
86973,100000.0
137024,125000.0
260595,465000.0
110857,237100.0
320284,195000.0
257073,298000.0
366598,430000.0
428347,52000.0
238359,515000.0
239920,129000.0
134863,195000.0
251523,245000.0
88006,161000.0
24498,250000.0
161354,390000.0
321966,182000.0
456361,470000.0
436062,159000.0
388378,89500.0
364984,265000.0
10021,78000.0
427116,200800.0
226421,69000.0
107686,89000.0
120441,79000.0
120372,174900.0
191718,291000.0
380292,120000.0
115508,94000.0
231259,69000.0
409248,113733.0
284570,120000.0
53074,395000.0
428873,110000.0
83655,85000.0
299052,110000.0
358796,75000.0
240542,130000.0
304251,90000.0
360307,224500.0
105417,68000.0
399432,490000.0
106931,118000.0
85364,182000.0
199977,160000.0
323823,110000.0
336373,79000.0
412384,125000.0
27042,360000.0
204954,105000.0
401574,83900.0
294139,169000.0
3843,345000.0
198206,139000.0
353036,59000.0
368507,79500.0
213686,330100.0
182014,620000.0
456344,229000.0
294128,185000.0
120460,120000.0
89722,125000.0
149534,53900.0
251407,146000.0
352440,120000.0
429767,94000.0
342541,129000.0
39569,1320000.0
379904,189000.0
137227,160645.0
300558,51000.0
170931,70000.0
169835,144000.0
58347,147000.0
100818,240000.0
395319,290000.0
198850,95000.0
437633,34900.0
438514,310000.0
25614,100000.0
341726,295000.0
306553,180000.0
327926,61000.0
448303,128000.0
119440,259000.0
359973,69000.0
457634,87900.0
149917,160000.0
255882,121402.0
261946,189000.0
99134,440000.0
57889,385000.0
107562,180000.0
236606,145000.0
322725,89000.0
58424,177000.0
427183,340000.0
452338,112000.0
108459,87000.0
373053,85450.0
382941,85000.0
119430,52000.0
432082,108900.0
377406,275000.0
219681,144800.0
112475,159000.0
220284,120000.0
306128,2500000.0
63015,138000.0
167283,520000.0
125193,180000.0
433733,120000.0
40626,98000.0
267348,199900.0
150462,214900.0
445611,160000.0
94773,139990.0
53528,120000.0
185404,46000.0
436644,165000.0
85297,155000.0
320188,53000.0
121673,65000.0
293753,133135.0
370910,96000.0
103885,50475.0
262239,240000.0
311360,100000.0
401742,270000.0
120643,114900.0
279816,140000.0
246726,110000.0
370240,220000.0
405346,144900.0
71332,100000.0
90095,125000.0
233218,320000.0
233386,139000.0
54593,215000.0
388709,69000.0
80627,127000.0
168233,230000.0
423313,119900.0
90630,195000.0
291809,130000.0
120304,165000.0
265611,395000.0
248105,3099000.0
423728,980000.0
360045,2000000.0
336271,190000.0
227828,350000.0
256697,360000.0
412200,55000.0
35380,60000.0
227873,139000.0
408092,160000.0
290792,194000.0
166983,125000.0
199502,98000.0
392346,45000.0
122161,650000.0
266104,235000.0
6339,39900.0
97713,70000.0
378403,129000.0
367291,81000.0
346860,160000.0
343748,190000.0
137172,105746.0
459768,243000.0
275021,137500.0
9665,72000.0
143579,170000.0
105562,138000.0
199430,92000.0
356828,220000.0
105190,149900.0
422108,375000.0
398707,165000.0
459966,103000.0
57097,77500.0
84322,490000.0
279686,65000.0
330191,89000.0
277036,79500.0
261679,419000.0
279278,109000.0
19862,290000.0
97466,350000.0
3023,58000.0
25692,90000.0
375575,85000.0
293118,260000.0
112005,590000.0
39888,210000.0
253515,700000.0
14800,125000.0
284872,250000.0
349045,165000.0
53740,199800.0
130379,125000.0
168527,500000.0
304667,92000.0
136273,95000.0
15398,80000.0
291767,575000.0
265283,87000.0
33238,150000.0
60051,202000.0
187948,72905.0
28033,215000.0
186814,127000.0
104111,495000.0
354282,450000.0
317016,114900.0
124665,195000.0
370035,119000.0
277605,168000.0
174478,88500.0
319783,155000.0
58338,249000.0
38064,278000.0
152615,280000.0
384844,112000.0
74543,81000.0
28980,180000.0
456182,89900.0
453259,118767.0
168094,62990.0
100724,114900.0
366749,44000.0
106603,69500.0
366208,920000.0
135188,1050000.0
374305,270000.0
165636,89000.0
135135,115000.0
290813,119000.0
32552,320000.0
126452,120000.0
363075,178000.0
115177,240000.0
306528,760000.0
406834,180000.0
135168,69000.0
187682,65000.0
344811,102000.0
213964,198000.0
352878,240000.0
24241,210000.0
159090,89000.0
115289,105000.0
19554,98000.0
17641,85000.0
128981,130000.0
79170,260000.0
147648,344500.0
268248,85000.0
114972,110000.0
283152,182000.0
27376,59000.0
193009,880000.0
390848,122550.0
29085,389000.0
374126,98644.0
434373,225000.0
323261,168000.0
53736,460000.0
366664,112000.0
393569,120000.0
238169,77900.0
330437,135000.0
31095,48000.0
72643,55000.0
94829,69500.0
296802,149000.0
258471,165000.0
248062,165000.0
65593,276990.0
57986,105000.0
12672,415000.0
325354,310000.0
77256,150000.0
233856,110000.0
234210,182000.0
319781,99000.0
112471,69000.0
262163,182000.0
22650,134900.0
160651,259000.0
393723,215000.0
423018,95000.0
168022,65000.0
318817,77900.0
209292,640000.0
130059,85000.0
279992,89900.0
199398,63500.0
313136,134000.0
293736,345000.0
7377,420000.0
66444,75000.0
413988,275000.0
19987,37327.0
432143,139000.0
27607,785000.0
379652,720000.0
168137,79000.0
170306,92476.0
127263,110000.0
262884,117000.0
335838,108000.0
174301,315000.0
120148,150000.0
108660,90000.0
426960,85000.0
139502,123000.0
23727,140000.0
365478,145000.0
30021,89500.0
430746,72000.0
51048,159000.0
12711,105000.0
379639,445000.0
204221,190000.0
135520,160000.0
285660,185000.0
273657,127000.0
296511,240000.0
383046,690000.0
149203,230000.0
139317,290000.0
334156,219000.0
105446,120000.0
17257,245000.0
401728,34900.0
440575,133000.0
156777,8500000.0
161088,100000.0
218432,548000.0
252986,72000.0
55624,124000.0
35243,175000.0
360171,890000.0
390851,220000.0
342538,89500.0
233470,430000.0
40918,93000.0
200256,110000.0
326153,250000.0
71532,69000.0
150537,96000.0
133194,91000.0
449650,56000.0
149026,105000.0
291977,124500.0
365023,215000.0
62361,105000.0
123850,115000.0
367824,150000.0
157507,85000.0
123705,170000.0
210149,178000.0
310805,110000.0
333968,230000.0
119378,145000.0
373824,2200000.0
339584,300000.0
376648,585000.0
270856,249000.0
58449,169900.0
315254,95000.0
97926,148000.0
248379,79000.0
79169,80000.0
427978,164900.0
146368,164000.0
186296,149500.0
188108,69900.0
278776,112000.0
384537,220000.0
186271,175000.0
111076,489500.0
289490,77000.0
459810,165000.0
226230,217710.0
110699,97200.0
240356,63000.0
198807,75000.0
174905,120000.0
26222,87000.0
51890,219000.0
135566,1400000.0
3099,54600.0
167686,140000.0
398177,90000.0
190575,270000.0
397505,293000.0
150728,130000.0
176574,1190000.0
314622,89000.0
85398,630000.0
146128,953000.0
430781,195000.0
39348,52500.0
426119,130000.0
137113,107850.0
399851,229500.0
328260,159000.0
430843,210000.0
333235,54100.0
281176,86400.0
326142,195000.0
318080,140625.0
226812,227400.0
217640,249500.0
406111,310000.0
397565,92000.0
394549,275000.0
254402,137000.0
213026,72000.0
412445,62100.0
362561,350000.0
94021,126000.0
9854,575000.0
145947,135000.0
94269,235000.0
122393,199000.0
422141,69900.0
447328,200000.0
458964,200000.0
204363,79000.0
352381,135000.0
92427,157000.0
159348,349000.0
452776,89000.0
398912,395000.0
437952,165000.0
386995,217900.0
299033,140000.0
370286,180000.0
330155,80000.0
185170,575000.0
80734,90000.0
319686,330000.0
182249,72000.0
427091,292000.0
69572,180000.0
383168,140000.0
184108,180000.0
403294,94000.0
148320,125000.0
366571,220000.0
53037,345000.0
155774,350000.0
69669,298000.0
421121,123000.0
268657,250000.0
94523,145000.0
142847,449500.0
11145,67000.0
304220,114000.0
427988,59000.0
66741,82000.0
55019,117000.0
193603,75500.0
46431,150000.0
408558,180000.0
228178,300000.0
137042,93424.0
398021,260000.0
423741,399000.0
225485,38900.0
96306,85500.0
296788,875000.0
222967,98000.0
139767,193000.0
150484,435000.0
386896,110000.0
361847,511391.0
230665,195000.0
224330,130000.0
411411,145150.0
411778,47000.0
187946,74678.0
112058,88000.0
115149,115000.0
196246,1300000.0
327871,125000.0
120841,120000.0
366119,260000.0
27503,249000.0
455356,110000.0
311695,219000.0
34084,249000.0
213648,67999.0
400160,125000.0
167924,243000.0
9262,159000.0
266843,398000.0
116146,110000.0
118053,80000.0
246429,134000.0
339887,65000.0
56094,107000.0
46443,195000.0
160182,230000.0
266207,179000.0
226382,165000.0
129801,296200.0
302710,220000.0
71227,129000.0
140653,114500.0
284368,94784.0
131866,320000.0
272769,205000.0
215440,1290000.0
341857,94500.0
297234,305000.0
244696,210000.0
342084,650000.0
398016,470000.0
152428,125000.0
49469,75000.0
3852,350000.0
68693,420000.0
69654,180000.0
85331,140000.0
89378,115000.0
262361,240000.0
164980,298000.0
388700,79500.0
237442,55000.0
197439,119000.0
79037,128552.0
157095,172000.0
89613,122000.0
306979,165000.0
102725,63000.0
82542,110000.0
189628,115000.0
89736,180000.0
187175,159000.0
327415,151000.0
371625,95000.0
301366,785000.0
293201,100000.0
48640,640000.0
182408,102000.0
12185,138000.0
216750,80000.0
385572,85000.0
397743,179000.0
231471,120000.0
434060,299000.0
162388,96150.0
168203,107000.0
22166,355000.0
42315,200000.0
282141,99000.0
431200,85000.0
375888,63000.0
162011,195000.0
436063,64765.0
122148,380000.0
199559,210000.0
300813,57900.0
233020,115000.0
211584,105000.0
144223,122500.0
202898,174000.0
345056,115000.0
193722,122000.0
448983,84000.0
447635,225000.0
434913,409999.0
408038,200000.0
324512,105000.0
371811,220000.0
428081,395000.0
290561,231900.0
112000,189000.0
137140,133331.0
272403,88900.0
437726,148500.0
90110,69900.0
191729,104000.0
290816,218999.0
312241,279000.0
99388,66999.0
108790,100980.0
459960,295000.0
398843,155000.0
195188,180000.0
95421,80000.0
92886,139500.0
406025,55000.0
149358,250000.0
391685,143000.0
68420,159900.0
310594,124000.0
43297,130000.0
273825,110000.0
316162,109000.0
120532,113000.0
346235,258000.0
277697,79900.0
175955,100000.0
53674,690000.0
41964,155000.0
421039,145000.0
49534,740000.0
9387,149000.0
441913,410000.0
95407,185000.0
208468,82000.0
297850,60000.0
246575,129000.0
230985,163000.0
361313,139000.0
148576,470000.0
256340,880000.0
392899,90000.0
387084,105000.0
33042,179000.0
296065,45000.0
371468,129000.0
254603,255000.0
204142,159000.0
233787,150100.0
277495,100000.0
399452,179000.0
426176,450000.0
162380,184900.0
174412,193000.0
365093,150000.0
288009,220000.0
79687,125000.0
50635,99000.0
394125,320000.0
53503,158000.0
426955,165000.0
391478,155000.0
335830,258500.0
307775,120000.0
265241,115000.0
306889,85000.0
221804,450000.0
116362,172000.0
451176,125000.0
430719,66500.0
382404,162000.0
327445,310000.0
189953,102000.0
277448,73000.0
213864,339900.0
210238,135000.0
39793,85000.0
244653,204900.0
280392,125000.0
76841,110000.0
412715,96000.0
392460,215000.0
92456,189000.0
320175,105000.0
71215,149000.0
244963,145000.0
349422,239000.0
22781,143900.0
120580,108000.0
21281,460000.0
331723,360000.0
262427,69000.0
49531,300000.0
393198,125000.0
233670,68000.0
246397,69000.0
64655,145000.0
360317,219000.0
114677,99000.0
194338,600000.0
342083,550000.0
86028,2800000.0
356057,175000.0
70729,260000.0
439407,73000.0
398807,136000.0
395074,285000.0
435899,344900.0
354726,274900.0
428382,57000.0
122168,110000.0
167212,93000.0
329491,105000.0
271317,73000.0
285027,97000.0
337321,330000.0
180495,95000.0
269757,72000.0
246399,158000.0
170541,85000.0
301484,399000.0
121756,97000.0
398788,119000.0
17180,699000.0
7756,238000.0
309553,315000.0
52593,250000.0
445474,175000.0
144866,159000.0
443949,99500.0
287740,165000.0
415247,90000.0
409675,420000.0
27555,79000.0
249898,87000.0
41714,142000.0
204311,230000.0
411397,150000.0
245011,174900.0
170351,79000.0
239865,290000.0
96649,290000.0
79675,230000.0
339515,125000.0
343373,93000.0
18297,59000.0
112841,269000.0
168592,120485.0
92709,65000.0
143185,79500.0
189805,116000.0
2684,78000.0
337786,139000.0
336244,345000.0
306343,160000.0
263835,52000.0
248201,480000.0
187790,160000.0
317257,49900.0
437709,140000.0
225554,108000.0
403399,110700.0
316830,64800.0
450344,230000.0
257355,135000.0
258719,65000.0
295815,125000.0
399913,500000.0
83745,99000.0
444041,160000.0
401714,64000.0
98305,156000.0
183933,250000.0
354014,165500.0
215620,65000.0
290551,175000.0
55801,75000.0
428677,109080.0
453013,64900.0
391528,290000.0
92488,68000.0
233668,43000.0
102831,305000.0
15298,131000.0
254249,735000.0
212774,120000.0
427124,180000.0
378182,130000.0
409096,105000.0
257010,295000.0
361934,670000.0
26736,212000.0
344797,300000.0
193553,96000.0
327378,128538.0
215845,260000.0
96998,88000.0
45522,78500.0
12179,275000.0
82425,78000.0
337011,190000.0
121995,160000.0
40662,82000.0
119595,2950000.0
397252,234000.0
167097,300120.0
422279,550000.0
108843,130000.0
185278,1200000.0
411176,261500.0
285860,319000.0
307757,405000.0
114697,280000.0
47301,80000.0
52313,199900.0
22968,205000.0
178381,65000.0
196213,115000.0
76792,55000.0
364053,72000.0
136099,250000.0
120495,55000.0
290426,79000.0
365056,84000.0
112432,79000.0
241072,88000.0
195543,71000.0
267867,75000.0
77760,67000.0
275866,77520.0
372634,539000.0
273878,115000.0
112421,175000.0
265559,145000.0
377958,95000.0
385663,125000.0
241028,108000.0
304070,140000.0
253039,118000.0
267065,385000.0
184110,320000.0
331888,139900.0
399417,190000.0
317622,269000.0
336431,119000.0
336193,159000.0
108461,115000.0
229380,1680000.0
127525,115000.0
79012,187000.0
152379,77900.0
22811,565000.0
429105,220000.0
135455,69000.0
24326,105000.0
49881,139900.0
135163,144000.0
71334,120000.0
423504,48000.0
115257,180000.0
381283,105000.0
192989,118000.0
58040,81700.0
409934,72000.0
180666,450000.0
3586,330000.0
305573,619000.0
157545,200000.0
4782,132000.0
83936,385000.0
405345,150000.0
123570,63000.0
125898,135000.0
67363,230100.0
68414,56000.0
262109,119000.0
238204,199900.0
450434,460000.0
434368,284000.0
408041,200000.0
120034,75000.0
60270,130000.0
202977,490000.0
411590,149000.0
382978,75000.0
252704,299000.0
341536,165000.0
298013,85000.0
13908,145000.0
226883,133000.0
405002,55000.0
207185,460000.0
9984,87200.0
452142,110051.0
365001,120000.0
149025,197000.0
330887,829000.0
426160,229500.0
449023,160000.0
442090,140000.0
186285,60000.0
55626,130688.0
163167,105000.0
227277,953000.0
104412,94800.0
445222,110000.0
54849,79000.0
308777,90000.0
203006,350000.0
29007,210000.0
31302,147000.0
212428,100000.0
306769,92000.0
30073,137000.0
6243,85000.0
452573,79000.0
178379,80000.0
460090,135000.0
423417,90000.0
71066,1350000.0
384817,189000.0
406315,330000.0
392759,84500.0
459324,98500.0
129975,93171.0
183822,229500.0
428064,225000.0
436311,77000.0
375921,999000.0
452301,499000.0
81880,315000.0
401840,210000.0
428418,169000.0
186324,320000.0
449869,350000.0
441510,89900.0
273655,128000.0
115171,129000.0
172518,118000.0
265878,125000.0
398586,175000.0
316798,950000.0
306398,75000.0
451379,208024.0
92005,139900.0
139219,339000.0
154893,65000.0
172631,54900.0
164155,123500.0
218040,140000.0
134864,119000.0
387594,670000.0
46419,75000.0
114506,200000.0
432112,125000.0
349990,129000.0
23367,65000.0
381530,365000.0
411234,95000.0
197446,270000.0
402932,76000.0
265546,335000.0
209785,130000.0
111178,400000.0
380381,83500.0
160003,174900.0
228181,1250000.0
440902,650000.0
319924,129000.0
2514,195000.0
327632,89000.0
115343,90000.0
436015,149000.0
358285,268000.0
386944,60000.0
67170,595000.0
65589,414700.0
373743,234000.0
436066,242000.0
116306,140000.0
25888,136000.0
199093,75000.0
334447,114000.0
71297,73000.0
71964,278500.0
287970,205000.0
110847,370000.0
340078,80000.0
449047,140000.0
431397,165000.0
323019,360000.0
173789,490000.0
368101,85000.0
276449,119000.0
11152,78000.0
37298,139000.0
414313,59000.0
397402,108000.0
379292,53000.0
257128,120900.0
31521,65000.0
142603,219900.0
260349,131941.0
321141,188000.0
223113,145000.0
224978,149000.0
303013,2600000.0
381435,76900.0
215631,395000.0
334214,89000.0
270489,179000.0
251021,65000.0
235487,75000.0
58353,85000.0
378464,179000.0
140485,55000.0
399643,99500.0
63955,165000.0
457914,58500.0
159854,880000.0
375534,398000.0
400117,95000.0
447188,114000.0
23353,117000.0
334683,157000.0
452617,90000.0
4815,210000.0
47535,118000.0
433657,90000.0
41657,329000.0
3549,63000.0
38482,1000000.0
206095,209000.0
188122,134590.0
359987,134000.0
67487,165000.0
440894,180000.0
293053,289000.0
2791,95000.0
19672,315000.0
261217,143000.0
390214,115000.0
381833,109000.0
425433,450000.0
199237,73900.0
78369,135000.0
153278,395000.0
